Last_used_start	Last_used_stop	Access	Capability	AppName	Binary_full_path	FileID	ProgramID	UserSID	ID
2025-04-18 21:58:20	2025-04-18 21:58:20	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000868a86c6d26a9f8ec399d78dcc694329723d0b10	0000f61e9050bc82684a77fa94ba143f966d0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8887
2025-04-18 21:58:20	2025-04-18 21:58:20	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000868a86c6d26a9f8ec399d78dcc694329723d0b10	0000f61e9050bc82684a77fa94ba143f966d0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8888
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8889
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8890
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8891
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8892
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8893
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8894
2025-04-18 21:59:32	2025-04-18 21:59:32	Access OK	location	COM Surrogate	C:\Windows\System32\dllhost.exe	0000f401ae9310fab4781a3e9fa1eaff26f3d484c6e0	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8895
2025-04-18 22:07:23	2025-04-18 22:07:23	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8896
2025-04-18 22:07:24	2025-04-18 22:07:24	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8897
2025-04-18 22:07:38	2025-04-18 22:07:38	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8898
2025-04-18 22:07:39	2025-04-18 22:07:39	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8899
2025-04-18 23:04:43	2025-04-18 23:04:43	Access OK	location	Microsoft Edge	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000cf8ad7d85aca926476bcb7da0a43c0ebae51d77c	000018e482fa078046cb36076616e891c5630000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8900
2025-04-19 01:24:37	2025-04-19 01:24:37	Access OK	location	Microsoft Edge	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	0000cf8ad7d85aca926476bcb7da0a43c0ebae51d77c	000018e482fa078046cb36076616e891c5630000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8901
2025-04-19 02:22:06	2025-04-19 02:22:06	Access OK	location	Windows Explorer	C:\Windows\explorer.exe	0000f4ac2cf1da52708d43c76819685cde508eeda383	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8902
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8903
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8905
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8904
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8906
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8907
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8908
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8909
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8910
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8911
2025-04-19 02:37:46	2025-04-19 02:37:46	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8912
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8913
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8914
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8915
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8916
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8917
2025-04-19 02:37:47	2025-04-19 02:37:47	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8918
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8919
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8920
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8921
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8922
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8923
2025-04-19 02:37:48	2025-04-19 02:37:48	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8924
2025-04-19 05:37:50	2025-04-19 05:37:50	Access OK	location	Windows Explorer	C:\Windows\explorer.exe	0000f4ac2cf1da52708d43c76819685cde508eeda383	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8925
2025-04-19 16:37:28	2025-04-19 16:37:28	Access OK	location	Windows Explorer	C:\Windows\explorer.exe	0000f4ac2cf1da52708d43c76819685cde508eeda383	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8926
2025-04-19 16:37:31	2025-04-19 16:37:31	Access OK	location	Windows Explorer	C:\Windows\explorer.exe	0000f4ac2cf1da52708d43c76819685cde508eeda383	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8927
2025-04-19 16:38:21	2025-04-19 16:38:21	Access OK	location	Windows Explorer	C:\Windows\explorer.exe	0000f4ac2cf1da52708d43c76819685cde508eeda383	0000f519feec486de87ed73cb92d3cac802400000000	S-1-5-21-2555952594-822551513-3886238188-1001	8928
2025-04-19 16:38:29	2025-04-19 16:38:29	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8929
2025-04-19 16:38:29	2025-04-19 16:38:29	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8930
2025-04-19 16:38:29	2025-04-19 16:38:29	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8931
2025-04-19 16:38:29	2025-04-19 16:38:29	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8932
2025-04-19 16:38:29	2025-04-19 16:38:29	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8933
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8934
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8935
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8936
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8937
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8938
2025-04-19 16:38:30	2025-04-19 16:38:30	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8939
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8940
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8941
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8942
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8943
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8944
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8945
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8946
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8947
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8948
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8949
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8950
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8951
2025-04-19 17:30:12	2025-04-19 17:30:12	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8952
2025-04-19 17:30:13	2025-04-19 17:30:13	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8953
2025-04-19 17:30:13	2025-04-19 17:30:13	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8954
2025-04-19 17:30:13	2025-04-19 17:30:13	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8955
2025-04-19 17:30:13	2025-04-19 17:30:13	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8956
2025-04-19 17:30:13	2025-04-19 17:30:13	Access OK	location	NVIDIA Share	C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA Share.exe	00003d89ad31cd13e4df562cb2eff8ef47edd9cf4329	0006dc028ad4008f557c9985ac0e5a335f0900000904	S-1-5-21-2555952594-822551513-3886238188-1001	8957
2025-04-19 17:30:14	2025-04-19 17:30:14	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8958
2025-04-19 17:30:14	2025-04-19 17:30:14	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8959
2025-04-19 17:30:14	2025-04-19 17:30:14	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8960
2025-04-19 17:30:14	2025-04-19 17:30:14	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8961
2025-04-19 17:30:26	2025-04-19 17:30:26	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8962
2025-04-19 17:30:26	2025-04-19 17:30:26	Access OK	location	Dropbox	C:\Program Files (x86)\Dropbox\Client\Dropbox.exe	0000d4af613003c6690a060852ac5dc4d95ed8b4b8eb	0000169bcd363d8e925a3b2682ded6273a3a0000ffff	S-1-5-21-2555952594-822551513-3886238188-1001	8963
