Last_used_start	Last_used_stop	Access	Capability	Binary_full_path	FileID	ProgramID	UserSID	ID
N.A.	2025-04-23 14:10:22	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	0000047c34a005e11c4b15f526c159d76ac03e79f6ce	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29162
N.A.	2025-04-23 16:47:54	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000245d0ca8c4d2675d7701e5c773db170c7e859ddc	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29163
N.A.	2025-04-23 16:48:05	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	0000047c34a005e11c4b15f526c159d76ac03e79f6ce	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29164
N.A.	2025-04-23 19:25:32	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000245d0ca8c4d2675d7701e5c773db170c7e859ddc	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29165
N.A.	2025-04-23 19:25:37	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	0000047c34a005e11c4b15f526c159d76ac03e79f6ce	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29166
N.A.	2025-04-24 01:35:22	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	0000047c34a005e11c4b15f526c159d76ac03e79f6ce	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29167
N.A.	2025-04-24 01:35:23	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000245d0ca8c4d2675d7701e5c773db170c7e859ddc	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29168
N.A.	2025-04-24 14:47:02	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE	0000047c34a005e11c4b15f526c159d76ac03e79f6ce	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29169
N.A.	2025-04-24 14:47:12	Blocked	location	C:\Program Files\Microsoft Office\root\Office16\POWERPNT.EXE	0000245d0ca8c4d2675d7701e5c773db170c7e859ddc	0000cfbf8e3d57807f696dba6642c18484900000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29170
2025-04-24 17:02:26	2025-04-24 17:02:40	Access OK	webcam	C:\Users\user\AppData\Roaming\Zoom\bin\Zoom.exe	00001298b3e395ae23eb9ad92c935d51c3e3cbd056c4	0000cd8f026e933663ded6cfa0ed45dba65f0000ffff	S-1-5-21-2937787367-2771787762-275716747-1001	29173
