LastUsedTimeStop	AccessBlocked	Capability	AppIdentifier	UserSID
2025-04-15 20:18:19	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 20:18:19	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 20:18:19	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:18:50	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:31:27	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:31:27	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:31:27	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 23:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:16:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:16:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:31:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:31:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 00:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:12:02	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:15:16	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:15:16	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:15:16	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:31:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:31:07	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:46:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 01:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:16:06	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 02:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:16:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:31:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 03:46:07	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:33:53	Access OK	graphicsCaptureWithoutBorder	Microsoft.ScreenSketch_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:37:00	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:37:00	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:37:00	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 16:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:02:18	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:04:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:04:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:04:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:04:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:04:49	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:19:29	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:19:29	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:19:29	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:38	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:38	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:38	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:38	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:38	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:23:43	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:24:00	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:24:02	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:24:30	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-16 17:24:32	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
