LastUsedTimeStop	AccessBlocked	Capability	AppIdentifier	UserSID
2025-04-15 01:15:47	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:15:47	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:15:47	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:16:51	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:36:32	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 01:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:36:32	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:48:49	Access OK	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:49:23	Access OK	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:51:06	Access OK	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:52:24	Access OK	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:53:59	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:53:59	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:53:59	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:53:59	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:53:59	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:08	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:13	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:13	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:13	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:13	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:13	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:54:17	Blocked	webcam	PythonSoftwareFoundation.Python.3.9_qbz5n2kfra8p0	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 02:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 03:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 03:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 03:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:12:01	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:12:01	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:12:01	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:26:11	Blocked	location	MSTeams_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:34:42	Access OK	graphicsCaptureWithoutBorder	Microsoft.ScreenSketch_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:39:56	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:40:53	Access OK	graphicsCaptureWithoutBorder	Microsoft.ScreenSketch_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:42:58	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:42:58	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:42:58	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 13:59:41	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:32:39	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:32:39	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 14:32:39	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:12	Blocked	location	MSTeams_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:13	Blocked	location	MSTeams_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:21	Blocked	location	MSTeams_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:26	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:26	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:27:26	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:46:14	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:46:14	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 16:46:14	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:15:33	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:15:33	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:15:33	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:35:15	Blocked	contacts	Microsoft.People_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 17:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:33:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:33:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:33:12	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:14	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:14	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:14	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:14	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:14	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:17	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:34:50	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:35:01	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 18:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:17:13	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:21:31	Blocked	location	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:35:15	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
2025-04-15 19:59:42	Blocked	location	Microsoft.StartExperiencesApp_8wekyb3d8bbwe	S-1-5-21-2937787367-2771787762-275716747-1001
